"";"chave";"ano";"sigla";"dsc_tribunal";"secao";"dpjio";"tram";"cp";"tbaix";"mag";"serv";"tc";"ips";"ipm";"dpjio_tbaix";"eff";"target.tbaix"
"91";"TRF1_2º Grau_2014";2014;"TRF1";"TRF 1ª Região";"2º Grau";431336542,76;592940;519788;73152;26;314;0,876628326643505;232,968152866242;2813,53846153846;5896,44224026684;1;73152
"92";"TRF1_total_2014";2014;"TRF1";"TRF 1ª Região";"total";2286293652;4137139;3138991;998148;558;8409;0,758734719814829;118,699964323939;1788,79569892473;2290,53572416115;0,652414088429877;1529930,17425816
"93";"TRF2_RJ_2014";2014;"TRF2";"TRF 2ª Região";"RJ";770125444,42;1107780;776326;363477;181;3017;0,671887017277799;120,47630096122;2008,16022099448;2118,77352465218;0,616869897137471;589227,974467034
"94";"TRF2_ES_2014";2014;"TRF2";"TRF 2ª Região";"ES";151582755,16;215060;157884;58016;38;540;0,730233423230726;107,437037037037;1526,73684210526;2612,77501309984;0,538459678958858;107744,372080333
"95";"TRF2_2º Grau_2014";2014;"TRF2";"TRF 2ª Região";"2º Grau";315357772,72;179074;120829;58245;27;743;0,674743402168936;78,3916554508748;2157,22222222222;5414,33209236844;0,537756242913193;108311,155412104
"96";"TRF2_total_2014";2014;"TRF2";"TRF 2ª Região";"total";1237065972,3;1531845;1052107;479738;246;4684;0,686823405762332;102,420580700256;1950,15447154472;2578,6282768928;0,595738021246764;805283,501959472
"97";"TRF3_MS_2014";2014;"TRF3";"TRF 3ª Região";"MS";90832834,31;96198;59125;16544;27;328;0,828021372585709;50,4390243902439;612,740740740741;5490,37924987911;0,282182643300075;58628,6945452098
"98";"TRF3_SP_2014";2014;"TRF3";"TRF 3ª Região";"SP";1163467876,82;2960124;2267479;690167;296;4147;0,766845240266962;166,425608873885;2331,64527027027;1685,77732174966;0,777002361188617;888243,11800574
"99";"TRF3_2º Grau_2014";2014;"TRF3";"TRF 3ª Região";"2º Grau";465481447,31;609141;442423;166718;43;1153;0,726306388832799;144,594969644406;3877,16279069767;2792,02873900839;0,815413062375277;204458,338592657
"100";"TRF3_total_2014";2014;"TRF3";"TRF 3ª Região";"total";1719782158,44;3735215;2861786;873429;366;6291;0,766163661261801;138,837863614688;2386,41803278689;1969,00052372889;0,758626011081556;1151330,15114361
"101";"TRF4_RS_2014";2014;"TRF4";"TRF 4ª Região";"RS";518740992;986102;607259;264634;153;1737;0,731636281033808;152,35118019574;1729,6339869281;1960,2205007671;0,711737260741535;371814,171600749
"102";"TRF4_PR_2014";2014;"TRF4";"TRF 4ª Região";"PR";425335232;688839;435238;171734;125;1493;0,750690654855489;115,02612190221;1373,872;2476,70951587921;0,560746862273603;306259,404294636
"103";"TRF4_SC_2014";2014;"TRF4";"TRF 4ª Região";"SC";307111354;524858;298459;148169;83;1046;0,717696977087136;141,652963671128;1785,1686746988;2072,70990558079;0,677456897816672;218713,5454337
"104";"TRF4_2º Grau_2014";2014;"TRF4";"TRF 4ª Região";"2º Grau";302321053;222621;92789;129832;27;621;0,416802547827923;209,0692431562;4808,59259259259;2328,55577207468;1;129832
"105";"TRF4_total_2014";2014;"TRF4";"TRF 4ª Região";"total";1553508630,79;2422401;1708032;714369;388;5254;0,705098784222761;135,966692044157;1841,15721649485;2174,65851792281;0,695846185949821;1026619,12132908
"106";"TRF5_SE_2014";2014;"TRF5";"TRF 5ª Região";"SE";64672590,5400001;69678;34179;35727;13;289;0,487255661758374;123,622837370242;2748,23076923077;1810,1881081535;0,841311242434921;42465,8535366757
"107";"TRF5_AL_2014";2014;"TRF5";"TRF 5ª Região";"AL";91939500,97;136984;70601;71672;19;393;0,476785609998248;182,371501272265;3772,21052631579;1282,78129492689;0,969777863039516;73905,5847030399
"108";"TRF5_PE_2014";2014;"TRF5";"TRF 5ª Região";"PE";208488308,97;263835;163910;158970;50;896;0,397464324293593;177,421875;3179,4;1311,49467805246;0,988640927130123;160796,499151078
"109";"TRF5_RN_2014";2014;"TRF5";"TRF 5ª Região";"RN";100225618,16;133699;70530;81484;21;431;0,390541440100524;189,058004640371;3880,19047619048;1230,00365912326;1;81484
"110";"TRF5_CE_2014";2014;"TRF5";"TRF 5ª Região";"CE";218101582,61;298280;171628;157970;52;924;0,470396942470162;170,963203463203;3037,88461538462;1380,65191245173;0,898179681775256;175877,948705956
"111";"TRF5_PB_2014";2014;"TRF5";"TRF 5ª Região";"PB";110241426,5;165844;103387;85422;25;489;0,484925592725694;174,687116564417;3416,88;1290,55075390415;0,940375120778845;90838,2177627701
"112";"TRF5_2º Grau_2014";2014;"TRF5";"TRF 5ª Região";"2º Grau";192811721,04;85573;43273;42300;13;446;0,505685204445327;94,8430493273543;3253,84615384615;4558,19671489362;0,81613490260583;51829,6667192406
"113";"TRF5_total_2014";2014;"TRF5";"TRF 5ª Região";"total";986480748,79;1295130;661585;633545;193;4148;0,51082516812984;152,735053037608;3282,61658031088;1557,08078950982;0,935539110618376;677197,77057876
"114";"TRF_total_2014";2014;"TRF";"TRF";"total";7783131162,32;13121730;9422501;3699229;1751;28786;0,718083743530769;128,507920516918;2112,63792118789;2103,98738826929;0,71271135092147;5190360,71926908
"115";"TRF1_DF_2015";2015;"TRF1";"TRF 1ª Região";"DF";250513695,99;334756;268148;66608;56;493;0,801025224342506;135,107505070994;1189,42857142857;3761,01513316719;0,520459974625018;127979,101655204
"116";"TRF1_GO_2015";2015;"TRF1";"TRF 1ª Região";"GO";209235625,27;291666;209870;81796;34;450;0,719555930413555;181,768888888889;2405,76470588235;2558,01781590787;0,711907576018471;114896,93712415
"117";"TRF1_MT_2015";2015;"TRF1";"TRF 1ª Região";"MT";112642130,54;136119;105520;30599;20;307;0,775204049397953;99,671009771987;1529,95;3681,23567894376;0,456007578075262;67101,9550358213
"118";"TRF1_MG_2015";2015;"TRF1";"TRF 1ª Região";"MG";611842056,93;954720;754388;200332;129;1493;0,790166750460868;134,180843938379;1552,96124031008;3054,1404115668;0,528007573753736;379411,224304588
"119";"TRF1_AC_2015";2015;"TRF1";"TRF 1ª Região";"AC";44449331,83;35125;23987;11138;10;99;0,682903914590747;112,505050505051;1113,8;3990,78217184414;0,620734524183707;17943,2584560154
"120";"TRF1_AM_2015";2015;"TRF1";"TRF 1ª Região";"AM";73291868,86;87446;65318;22128;15;189;0,746952404912746;117,079365079365;1475,2;3312,17773228489;0,519210189754735;42618,5780568999
"121";"TRF1_AP_2015";2015;"TRF1";"TRF 1ª Região";"AP";54927550,8;37584;25925;11659;7;131;0,689788207747978;89;1665,57142857143;4711,17169568574;0,607258109198074;19199,4142579611
"122";"TRF1_PA_2015";2015;"TRF1";"TRF 1ª Região";"PA";155379901,69;264170;168762;95408;27;380;0,638838626641935;251,073684210526;3533,62962962963;1628,58357464783;0,960739181685652;99306,8689387719
"123";"TRF1_RO_2015";2015;"TRF1";"TRF 1ª Região";"RO";79331583,1;84550;60271;24279;19;184;0,71284447072738;131,951086956522;1277,84210526316;3267,49796531982;0,588124578947578;41282,0699373696
"124";"TRF1_RR_2015";2015;"TRF1";"TRF 1ª Região";"RR";29359707,73;22800;13896;8904;5;75;0,609473684210526;118,72;1780,8;3297,36160489668;0,764478585410255;11647,1542433353
"125";"TRF1_TO_2015";2015;"TRF1";"TRF 1ª Região";"TO";56287153,09;69403;45291;24112;12;121;0,652579859660245;199,272727272727;2009,33333333333;2334,40415933975;0,813283803255682;29647,7071146339
"126";"TRF1_BA_2015";2015;"TRF1";"TRF 1ª Região";"BA";338790643,15;451386;327777;123609;61;759;0,726156770480254;162,857707509881;2026,37704918033;2740,8250463154;0,656836286781079;188188,445869463
"127";"TRF1_MA_2015";2015;"TRF1";"TRF 1ª Região";"MA";138799756,05;255155;167184;87971;24;318;0,655225255237013;276,638364779874;3665,45833333333;1577,78990860625;1;87971
"128";"TRF1_PI_2015";2015;"TRF1";"TRF 1ª Região";"PI";105597673,48;178093;116079;62014;25;238;0,651788672210587;260,563025210084;2480,56;1702,80377785661;0,968042865405932;64061,2127996992
"129";"TRF1_2º Grau_2015";2015;"TRF1";"TRF 1ª Região";"2º Grau";468107950,59;583388;443828;139560;26;619;0,760776704354563;225,46042003231;5367,69230769231;3354,16989531384;1;139560
"130";"TRF1_total_2015";2015;"TRF1";"TRF 1ª Região";"total";2728556629,62;3786361;2796244;990117;469;8182;0,738504331731708;121,011610853092;2111,1236673774;2755,79212317332;0,691995156582971;1430814,92779391
"131";"TRF2_RJ_2015";2015;"TRF2";"TRF 2ª Região";"RJ";841906696;974049;690404;283645;205;2302;0,708798017348203;123,216768027802;1383,63414634146;2968,17041019584;0,583117900069258;486428,216260058
"132";"TRF2_ES_2015";2015;"TRF2";"TRF 2ª Região";"ES";165914633,59;208355;160158;48197;39;390;0,768678457440426;123,582051282051;1235,82051282051;3442,42657406063;0,515813054775313;93438,891384776
"133";"TRF2_2º Grau_2015";2015;"TRF2";"TRF 2ª Região";"2º Grau";337647804,33;171161;110394;60767;27;715;0,644971693317987;84,9888111888112;2250,62962962963;5556,43366185594;0,70100973803918;86684,9584286426
"134";"TRF2_total_2015";2015;"TRF2";"TRF 2ª Região";"total";1341562432,84;1353565;960956;392609;271;4686;0,709944479947398;83,7833973538199;1448,74169741697;3417,04452226006;0,589014752159993;666552,066073477
"135";"TRF3_MS_2015";2015;"TRF3";"TRF 3ª Região";"MS";88098638,41;124959;98999;25960;31;229;0,792251858609624;113,362445414847;837,41935483871;3393,63013906009;0,470059432594287;55227,0589630021
"136";"TRF3_SP_2015";2015;"TRF3";"TRF 3ª Região";"SP";1056409254,29;3274045;2539036;735009;316;3235;0,77550430736291;227,205255023184;2325,97784810127;1437,27390316309;1;735009
"137";"TRF3_2º Grau_2015";2015;"TRF3";"TRF 3ª Região";"2º Grau";331454623,41;584404;369933;214471;38;1100;0,633009014312017;194,973636363636;5643,97368421053;1545,45194180099;1;214471
"138";"TRF3_total_2015";2015;"TRF3";"TRF 3ª Região";"total";1884212083,35;3983408;3007968;975440;385;6506;0,755124255411447;149,92929603443;2533,61038961039;1931,65349314156;0,970870057394431;1004707,058963
"139";"TRF4_RS_2015";2015;"TRF4";"TRF 4ª Região";"RS";484324971,324514;908527;662767;245760;137;1386;0,72949620649689;177,316017316017;1793,86861313869;1970,72335337123;0,748121003797166;328503,007872549
"140";"TRF4_PR_2015";2015;"TRF4";"TRF 4ª Região";"PR";405693730,601327;652601;476115;176486;116;1183;0,729565232048373;149,185122569738;1521,43103448276;2298,73038428729;0,637785687359796;276716,777277629
"141";"TRF4_SC_2015";2015;"TRF4";"TRF 4ª Região";"SC";285421960,713982;488964;353491;135473;78;699;0,722938703053804;193,809728183119;1736,83333333333;2106,85495053614;0,738532589822603;183435,37152848
"142";"TRF4_2º Grau_2015";2015;"TRF4";"TRF 4ª Região";"2º Grau";177902640,594873;260478;133646;126832;27;602;0,513079799445635;210,68438538206;4697,48148148148;1402,66368578019;1;126832
"143";"TRF4_total_2015";2015;"TRF4";"TRF 4ª Região";"total";1678810473,34;2310570;1626019;684551;358;5164;0,703730681173909;132,562161115414;1912,15363128492;2452,42571165625;0,747745061201641;915487,156678658
"144";"TRF5_SE_2015";2015;"TRF5";"TRF 5ª Região";"SE";76532773,82;75574;41436;34138;12;195;0,548283801307328;175,066666666667;2844,83333333333;2241,86460308161;0,891261728473653;38303,0022600249
"145";"TRF5_AL_2015";2015;"TRF5";"TRF 5ª Região";"AL";100885316,08;143073;74071;69002;19;297;0,517714733038379;232,329966329966;3631,68421052632;1462,06365148836;1;69002
"146";"TRF5_PE_2015";2015;"TRF5";"TRF 5ª Região";"PE";242100792,01;292697;170729;121968;52;666;0,583296036515577;183,135135135135;2345,53846153846;1984,95336489899;0,843264128578631;144637,956088069
"147";"TRF5_RN_2015";2015;"TRF5";"TRF 5ª Região";"RN";125287613,09;135377;66221;69156;23;346;0,489159901608102;199,872832369942;3006,78260869565;1811,66656674764;1;69156
"148";"TRF5_CE_2015";2015;"TRF5";"TRF 5ª Região";"CE";249044019,52;332741;179284;153457;49;668;0,538809464418271;229,726047904192;3131,77551020408;1622,89123024691;0,979247241836945;156709,147030258
"149";"TRF5_PB_2015";2015;"TRF5";"TRF 5ª Região";"PB";125581080,21;180459;108609;71850;26;311;0,601848619353981;231,028938906752;2763,46153846154;1747,82296743215;0,939352719455798;76488,840146889
"150";"TRF5_2º Grau_2015";2015;"TRF5";"TRF 5ª Região";"2º Grau";219367835,92;77714;42204;35510;15;417;0,543068173044754;85,1558752997602;2367,33333333333;6177,63548070966;0,894471339257915;39699,427406428
"151";"TRF5_total_2015";2015;"TRF5";"TRF 5ª Região";"total";1138799430,51;1237635;682554;555081;176;3758;0,551498624392491;147,706492815327;3153,86931818182;2051,59144432975;0,934485504112421;593996,372931669
"152";"TRF_total_2015";2015;"TRF";"TRF";"total";8771941049,66;12671539;9073741;3597798;1659;28296;0,71607253073206;127,148642917727;2168,65461121157;2438,14162153072;0,780169809371832;4611557,58244072
"153";"TRF1_1º Grau_2012";2012;"TRF1";"TRF 1ª Região";"1º Grau";1440198211,12;2906427;2124660;1033172;359;6481;0,6445216067701;159,415522295942;2877,91643454039;1393,95784159849;0,794988120146915;1299606,84168346
"154";"TRF1_1º Grau_2013";2013;"TRF1";"TRF 1ª Região";"1º Grau";1624917003,55;3024495;2146875;1039706;397;6845;0,656238148847989;151,89276844412;2618,90680100756;1562,86200478789;0,724788463408766;1434495,79082722
"155";"TRF1_1º Grau_2014";2014;"TRF1";"TRF 1ª Região";"1º Grau";1854957109,5;3428493;2320757;924996;532;7205;0,730203328401137;128,382512144344;1738,71428571429;2005,36770915766;0,634960089562736;1456778,17425816
"156";"TRF1_1º Grau_2015";2015;"TRF1";"TRF 1ª Região";"1º Grau";2260448678,51;3202973;2352416;850557;444;5237;0,734447652228102;162,413022722933;1915,66891891892;2657,6098703673;0,658705714643942;1291254,92779391
"157";"TRF2_1º Grau_2012";2012;"TRF2";"TRF 2ª Região";"1º Grau";768724184,1;1297753;1005728;355439;200;3385;0,726111979706462;105,004135893648;1777,195;2162,74574287008;0,559973989215631;634741,982387204
"158";"TRF2_1º Grau_2013";2013;"TRF2";"TRF 2ª Região";"1º Grau";831205540,69;1294723;975573;391850;235;3509;0,697348390350677;111,669991450556;1667,44680851064;2121,23399436009;0,525526445253658;745633,266487406
"159";"TRF2_1º Grau_2014";2014;"TRF2";"TRF 2ª Região";"1º Grau";921708199,58;1322840;934210;421493;219;3557;0,681372652777358;118,496766938431;1924,62557077626;2186,76988604793;0,604748527094331;696972,346547368
"160";"TRF2_1º Grau_2015";2015;"TRF2";"TRF 2ª Região";"1º Grau";1007821329,59;1182404;850562;331842;244;2692;0,719349731563831;123,269687964339;1360,00819672131;3037,0517583368;0,572272501104256;579867,107644834
"161";"TRF3_1º Grau_2012";2012;"TRF3";"TRF 3ª Região";"1º Grau";1060612800,79;2599673;2048321;825369;284;4331;0,682510454199432;190,572385130455;2906,22887323944;1285,01652084098;0,843880019533794;978064,394101876
"162";"TRF3_1º Grau_2013";2013;"TRF3";"TRF 3ª Região";"1º Grau";1139267176,58;2801562;2160986;761864;292;4407;0,728057419396751;172,875879282959;2609,12328767123;1495,36817145842;0,778922031178397;978100,46385183
"163";"TRF3_1º Grau_2014";2014;"TRF3";"TRF 3ª Região";"1º Grau";1254300711,13;3056322;2326604;706711;323;4475;0,768770764337004;157,924245810056;2187,95975232198;1774,84249025415;0,74636396461741;946871,81255095
"164";"TRF3_1º Grau_2015";2015;"TRF3";"TRF 3ª Região";"1º Grau";1144507892,7;3399004;2638035;760969;347;3464;0,776120004566043;219,679272517321;2192,99423631124;1504,01382014248;0,962964156556703;790236,058963002
"165";"TRF4_1º Grau_2012";2012;"TRF4";"TRF 4ª Região";"1º Grau";1037768486;1868017;1290524;595365;323;4108;0,681285020425403;144,928188899708;1843,23529411765;1743,07943194511;0,689569321617811;863386,727534809
"166";"TRF4_1º Grau_2013";2013;"TRF4";"TRF 4ª Região";"1º Grau";1130080350;1878860;1272652;537904;327;4178;0,713707248012093;128,746768788894;1644,96636085627;2100,89597772093;0,596115563916372;902348,52528605
"167";"TRF4_1º Grau_2014";2014;"TRF4";"TRF 4ª Região";"1º Grau";1251187578;2199799;1340956;584537;361;4276;0,734277086224696;136,701824134705;1619,21606648199;2140,47627096317;0,651812438088636;896787,121329085
"168";"TRF4_1º Grau_2015";2015;"TRF4";"TRF 4ª Região";"1º Grau";1175440662,63982;2050092;1492373;557719;331;3268;0,727954160105985;170,66064871481;1684,95166163142;2107,58583200469;0,707177269148632;788655,156678658
"169";"TRF5_1º Grau_2012";2012;"TRF5";"TRF 5ª Região";"1º Grau";625812262,1875;1000204;598524;470884;214;3012;0,529212040743688;156,33598937583;2200,39252336449;1329,01577073653;0,935075582050381;503578,543851474
"170";"TRF5_1º Grau_2013";2013;"TRF5";"TRF 5ª Região";"1º Grau";688317400,9205;1018510;610765;568775;164;3204;0,441561693061433;177,520287141074;3468,14024390244;1210,17520270845;0,884255248715318;643224,906865229
"171";"TRF5_1º Grau_2014";2014;"TRF5";"TRF 5ª Região";"1º Grau";793669027,75;1068320;614235;591245;180;3422;0,446565635764565;172,777615429573;3284,69444444444;1342,36911559506;0,945435170663605;625368,103859519
"172";"TRF5_1º Grau_2015";2015;"TRF5";"TRF 5ª Região";"1º Grau";919431594,73;1159921;640350;519571;181;2483;0,552063459494224;209,251308900524;2870,55801104972;1769,59760019324;0,93735136769997;554296,945525241
"173";"TRF_1º Grau_2012";2012;"TRF";"TRF";"1º Grau";4933115944,1975;9672074;7067757;3280229;1380;21317;0,6608556758354;153,878547638035;2376,97753623188;1503,89376601374;0,766519953307092;4279378,48955882
"174";"TRF_1º Grau_2013";2013;"TRF";"TRF";"1º Grau";5413787471,7405;10018150;7166851;3300099;1415;22143;0,670587982811198;149,035767511177;2332,22544169611;1640,49244332988;0,70158104681497;4703802,95331773
"175";"TRF_1º Grau_2014";2014;"TRF";"TRF";"1º Grau";6075822625,96;11075774;7536762;3228982;1615;22935;0,708464437790081;140,788402005668;1999,36965944272;1881,6526775188;0,698493916072451;4622777,55854508
"176";"TRF_1º Grau_2015";2015;"TRF";"TRF";"1º Grau";6507650158,16982;10994394;7973736;3020658;1547;17144;0,725254707080718;176,193303779748;1952,59082094376;2154,38164736618;0,754351649020732;4004310,19660565
"177";"TRF_2º Grau_2012";2012;"TRF";"TRF";"2º Grau";1482189244,92217;1558384;965376;593008;130;3752;0,619472479183565;158,051172707889;4561,6;2499,44224179467;0,860181461133878;689398,722007221
"178";"TRF_2º Grau_2013";2013;"TRF";"TRF";"2º Grau";1541083608,11;1419509;947726;471783;134;3482;0,667643530262929;135,491958644457;3520,76865671642;3266,50940816011;0,785201852427617;600842,953364646
"179";"TRF_2º Grau_2014";2014;"TRF";"TRF";"2º Grau";1707308536,83;1689349;1219102;470247;136;3277;0,721640111072372;143,49923710711;3457,69852941176;3630,66332550766;0,828507666436331;567583,160724002
"180";"TRF_2º Grau_2015";2015;"TRF";"TRF";"2º Grau";1534480854,84487;1677145;1100005;577140;133;3453;0,65587948567357;167,141615986099;4339,3984962406;2658,76711862784;0,950419900460061;607247,385835071
